Date,OpenPrice,HighPrice,LowPrice,ClosePrice,WAP,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-Jun-15,1009,1028.8,997.5,1024.4,1010.997859,189597,6460,191682161,65351,34.47,31.3,15.4
23-Jun-15,1025,1028,999.1,1001.15,1005.116606,219714,7317,220838190,78762,35.85,28.9,-23.85
24-Jun-15,1010,1013.4,991.6,995.1,1001.671022,151837,6050,152090723,60856,40.08,21.8,-14.9
25-Jun-15,1000,1003,987.85,991.15,995.4988025,187888,7375,187042279,75762,40.32,15.15,-8.85
26-Jun-15,995,1011.75,995,1006.1,1006.425015,177156,4876,178294230,57524,32.47,16.75,11.1
29-Jun-15,988,999,980,990.25,989.1599279,214778,6250,212449791,83957,39.09,19,2.25
30-Jun-15,993,993,983.1,985.35,987.2345419,130902,4604,129230976,50087,38.26,9.9,-7.65
1-Jul-15,990,1000,986.15,997.7,994.9010925,92268,3922,91797534,31249,33.87,13.85,7.7
2-Jul-15,1000,1000.4,985.15,988.15,989.6329252,123814,5240,122530411,46686,37.71,15.25,-11.85
3-Jul-15,987,993,983.55,989.95,989.6578993,97141,4150,96136358,34689,35.71,9.45,2.95
6-Jul-15,980,988.25,975.5,983.5,981.1505673,137500,5563,134908203,48909,35.57,12.75,3.5
7-Jul-15,990,990.75,980.05,982.05,985.9005027,86525,3317,85305041,29621,34.23,10.7,-7.95
8-Jul-15,985,985,955,957.2,962.8057175,335285,12533,322814315,148620,44.33,30,-27.8
9-Jul-15,960,966.95,934,937.7,942.9078428,325585,15038,306996650,158706,48.74,32.95,-22.3
10-Jul-15,950,951.85,932.55,937,941.2388345,154023,7338,144972429,82247,53.4,19.3,-13
13-Jul-15,940,954.45,934.1,950.05,944.6203841,199391,6540,188348803,91416,45.85,20.35,10.05
14-Jul-15,955,973.6,945.35,970.1,960.44953,268169,7912,257562790,111359,41.53,28.25,15.1
15-Jul-15,971.9,985.2,969,982.65,980.4084391,135014,5381,132368865,43844,32.47,16.2,10.75
16-Jul-15,985.5,991.2,979.1,987.8,986.7561079,98765,3741,97456967,34106,34.53,12.1,2.3
17-Jul-15,989.9,1003.95,989,1002,998.5962875,198520,5046,198241335,118016,59.45,14.95,12.1
20-Jul-15,1003.25,1010,987.25,1001.9,998.9848567,173740,6504,173563629,68504,39.43,22.75,-1.35
21-Jul-15,1022.2,1127.75,1022.2,1112.65,1099.859542,1417565,52759,1559122391,354984,25.04,105.55,90.45
22-Jul-15,1105,1111.45,1075.75,1102.6,1100.156507,304363,11970,334846935,85500,28.09,35.7,-2.4
23-Jul-15,1103,1117.7,1091,1098.85,1105.491006,184063,8066,203479991,49956,27.14,26.7,-4.15
24-Jul-15,1100,1106.2,1082.4,1089.35,1090.775236,123690,6291,134917989,48019,38.82,23.8,-10.65
27-Jul-15,1089,1089,1060.5,1065,1069.645123,221136,6408,236537044,148497,67.15,28.5,-24
28-Jul-15,1077,1077,1055.5,1063.5,1066.277953,126104,4867,134461915,30156,23.91,21.5,-13.5
29-Jul-15,1068,1092.25,1065,1085.2,1082.331257,130349,5239,141080797,47716,36.61,27.25,17.2
30-Jul-15,1090,1090,1059.75,1069.1,1078.111551,111411,4802,120113486,33854,30.39,30.25,-20.9
31-Jul-15,1079,1081.2,1061.6,1078.05,1071.647481,143459,6395,153737476,36876,25.7,19.6,-0.95
3-Aug-15,1080,1091.5,1069,1079.05,1080.783336,126860,4868,137108174,36279,28.6,22.5,-0.95
4-Aug-15,1078,1080,1053,1059.8,1061.55283,176101,9777,186940515,49716,28.23,27,-18.2
5-Aug-15,1065,1090,1065,1086.55,1080.563364,107932,4177,116627365,40846,37.84,25,21.55
6-Aug-15,1090.2,1105.95,1079,1089.45,1090.620319,185927,6851,202775764,39789,21.4,26.95,-0.75
7-Aug-15,1089.45,1100.9,1080,1095.6,1095.602152,102142,4011,111906995,38965,38.15,20.9,6.15
10-Aug-15,1097,1106,1068.1,1081.95,1092.047023,102736,4320,112192543,32017,31.16,37.9,-15.05
11-Aug-15,1098.9,1115,1073.5,1104.35,1104.32759,228334,10198,252155536,103435,45.3,41.5,5.45
12-Aug-15,1110,1147,1110,1141.75,1135.052989,254659,9800,289051459,105066,41.26,37,31.75
13-Aug-15,1147,1166,1130,1156.85,1155.98358,295308,11818,341371199,93262,31.58,36,9.85
14-Aug-15,1166,1168.8,1143,1149,1157.437879,184615,9402,213680394,64931,35.17,25.8,-17
17-Aug-15,1150,1150.75,1122.5,1141.85,1135.437869,94446,5825,107237565,28575,30.26,28.25,-8.15
18-Aug-15,1147,1177,1147,1163.8,1167.3674,182975,7294,213599050,48801,26.67,30,16.8
19-Aug-15,1166,1186,1163.8,1175.05,1178.013424,284572,7715,335229636,158525,55.71,22.2,9.05
20-Aug-15,1170,1170,1130.2,1138.2,1141.766983,238532,11235,272347962,76782,32.19,39.8,-31.8
21-Aug-15,1141,1159.4,1119.1,1150.6,1145.480171,232617,9274,266458161,58540,25.17,40.3,9.6
24-Aug-15,1120,1123,1080.05,1092.65,1108.563774,340349,14281,377298572,129960,38.18,42.95,-27.35
25-Aug-15,1096,1120,1045,1086.5,1084.461017,252522,11367,273850265,91195,36.11,75,-9.5
26-Aug-15,1099,1099,1059.6,1065.35,1076.623152,187394,8081,201752719,44544,23.77,39.4,-33.65
27-Aug-15,1090,1098.9,1076.5,1084.1,1087.539083,119885,5994,130379623,34371,28.67,22.4,-5.9
28-Aug-15,1095.2,1124,1095,1110.7,1114.281491,170300,8106,189762138,43051,25.28,29,15.5
31-Aug-15,1130,1130,1083.6,1095.2,1100.559999,194970,10534,214576183,60586,31.07,46.4,-34.8
1-Sep-15,1089.95,1114.4,1082.1,1089.65,1101.27923,194363,9176,214047935,68924,35.46,32.3,-0.3
2-Sep-15,1100,1114.6,1090.1,1100.3,1103.972364,157076,6925,173407563,36044,22.95,24.5,0.3
3-Sep-15,1110,1111.05,1093.95,1100.65,1101.178766,84826,4220,93408590,23099,27.23,17.1,-9.35
4-Sep-15,1107.8,1110,1068,1073.8,1078.089484,158330,8850,170693908,51788,32.71,42,-34
7-Sep-15,1081,1084,1055,1059.6,1065.613619,114695,5734,122220554,31725,27.66,29,-21.4
8-Sep-15,1063,1074.45,1052.35,1059.3,1064.750386,144972,5560,154358993,46298,31.94,22.1,-3.7
9-Sep-15,1088,1099,1072.5,1088.5,1088.288344,147657,5827,160693392,42110,28.52,26.5,0.5
10-Sep-15,1088,1091,1061.7,1080.35,1079.297353,124828,5696,134726530,41895,33.56,29.3,-7.65
11-Sep-15,1092,1105.45,1085.25,1090.7,1095.114247,132213,6020,144788340,43983,33.27,20.2,-1.3
14-Sep-15,1096.2,1100,1082.55,1097.75,1094.139899,87985,6210,96267899,21652,24.61,17.45,1.55
15-Sep-15,1099,1104.3,1088.1,1098.4,1097.9175,85527,3608,93901590,34061,39.82,16.2,-0.6
16-Sep-15,1105,1108.45,1098.2,1101.5,1102.068437,254703,2854,280700137,211722,83.13,10.25,-3.5
18-Sep-15,1110,1118,1099.25,1104.75,1111.452137,143076,4135,159022126,39940,27.92,18.75,-5.25
21-Sep-15,1105,1108.8,1093.55,1104.65,1102.969728,87241,3521,96224182,32883,37.69,15.25,-0.35
22-Sep-15,1115,1135.4,1100,1105.5,1121.441003,189121,8809,212088044,60326,31.9,35.4,-9.5
23-Sep-15,1109.8,1126,1097.5,1116.65,1113.757604,111417,4650,124091531,31718,28.47,28.5,6.85
24-Sep-15,1111,1149.6,1110.05,1141.4,1138.267448,198943,10331,226450341,53715,27,39.55,30.4
28-Sep-15,1140,1143.35,1103.05,1108.2,1116.439211,152660,10450,170435610,53962,35.35,40.3,-31.8
29-Sep-15,1102,1132,1098,1121.1,1120.357722,167616,7461,187789880,36552,21.81,34,19.1
30-Sep-15,1133,1165.35,1127.55,1160.45,1150.698916,217212,8901,249945613,71646,32.98,37.8,27.45
1-Oct-15,1169.9,1197,1162.35,1173.25,1180.559739,217864,11948,257201467,71732,32.93,34.65,3.35
5-Oct-15,1176.05,1188.9,1162.55,1180.5,1176.361596,149537,7897,175909584,44843,29.99,26.35,4.45
6-Oct-15,1185,1190,1148.6,1154.85,1160.663611,201793,10599,234213792,83123,41.19,41.4,-30.15
7-Oct-15,1157.9,1168.9,1128.35,1133.15,1145.6042,203853,8252,233534853,104290,51.16,40.55,-24.75
8-Oct-15,1140,1149.65,1126,1132.45,1137.629618,141959,7735,161496763,67333,47.43,23.65,-7.55
9-Oct-15,1133,1172.6,1133,1167.85,1153.635926,363649,10849,419518551,233741,64.28,39.6,34.85
12-Oct-15,1202.7,1219,1108.9,1122.5,1147.698839,1271136,50172,1458881311,298809,23.51,110.1,-80.2
13-Oct-15,1107,1114.8,1087.1,1098.65,1097.437379,458188,20085,502832638,148845,32.49,27.7,-8.35
14-Oct-15,1090,1115,1090,1097.45,1104.108694,240004,10864,264990503,89707,37.38,25,7.45
15-Oct-15,1102,1108,1089,1097,1095.912532,207401,9216,227293355,87170,42.03,19,-5
16-Oct-15,1100,1103.2,1090,1093.75,1094.46797,145067,6592,158771185,47814,32.96,13.2,-6.25
19-Oct-15,1100,1117,1100,1112.2,1109.1785,158370,7142,175660599,60567,38.24,17,12.2
20-Oct-15,1113,1129.8,1111.6,1125.35,1121.551443,170023,8083,190689541,70736,41.6,18.2,12.35
21-Oct-15,1125.95,1146,1125.35,1137.6,1138.107236,171006,7815,194623166,69528,40.66,20.65,11.65
23-Oct-15,1140,1152,1125.1,1148.55,1141.497704,149197,6685,170308033,57460,38.51,26.9,8.55
26-Oct-15,1150,1157.25,1143,1151.4,1150.455605,108324,4300,124621953,31219,28.82,14.25,1.4
27-Oct-15,1151,1154,1144,1148.45,1149.343724,64063,3069,73630407,22993,35.89,10,-2.55
28-Oct-15,1146,1160,1139.5,1151.35,1147.340902,97512,4264,111879506,37263,38.21,20.5,5.35
29-Oct-15,1150,1155,1136,1142.7,1143.200704,67592,4072,77271222,24360,36.04,19,-7.3
30-Oct-15,1142.7,1144,1130.5,1136.05,1134.936642,74766,3673,84854673,29709,39.74,13.5,-6.65
2-Nov-15,1130,1135,1114.3,1131.55,1124.169424,80325,4377,90298909,28758,35.8,20.7,1.55
3-Nov-15,1134,1149,1134,1143,1142.647384,108784,5540,124301753,39026,35.87,15,9
4-Nov-15,1148,1155.6,1133.1,1137.05,1142.532121,92385,4374,105552830,34112,36.92,22.5,-10.95
5-Nov-15,1139,1144.85,1117.05,1122.45,1135.314619,145382,3336,165054310,23638,16.26,27.8,-16.55
6-Nov-15,1125,1142.7,1125,1138.05,1137.45625,81166,4648,92322774,29508,36.36,17.7,13.05
9-Nov-15,1120,1137.65,1115,1133.95,1125.726449,91972,4417,103535313,27502,29.9,22.65,13.95
10-Nov-15,1134,1134,1102,1106.4,1115.708963,113628,4853,126775778,44252,38.94,32,-27.6
11-Nov-15,1115,1119.45,1104,1109.15,1110.732908,60395,3505,67082714,35173,58.24,15.45,-5.85
13-Nov-15,1107,1107,1090,1100.45,1097.050736,88143,4771,96697343,36563,41.48,17,-6.55
16-Nov-15,1085,1093.75,1067.1,1080.2,1080.908717,159011,10148,171876376,55247,34.74,26.65,-4.8
17-Nov-15,1082,1084,1052.05,1061.1,1061.597432,331519,11824,351939719,169568,51.15,31.95,-20.9
18-Nov-15,1044,1044.35,1012.25,1019.85,1030.780529,408814,17648,421397511,188667,46.15,32.1,-24.15
19-Nov-15,1032,1051.75,1024.6,1047.3,1037.370318,300690,8191,311926881,177041,58.88,27.15,15.3
20-Nov-15,1050,1062,1042.65,1052.9,1055.093163,141064,7655,148835662,40879,28.98,19.35,2.9
23-Nov-15,1051.5,1061.3,1038.05,1053.5,1053.030878,125236,7038,131877375,37983,30.33,23.25,2
24-Nov-15,1045,1050,1037,1041,1043.321353,120699,6339,125927844,36705,30.41,13,-4
26-Nov-15,1044,1058.7,1035,1053.2,1051.794587,123381,6058,129771468,45890,37.19,23.7,9.2
27-Nov-15,1050,1069.65,1046.2,1066.3,1059.490909,117372,6761,124354567,39842,33.95,23.45,16.3
30-Nov-15,1070,1098,1056,1088.45,1079.588398,150439,7823,162412199,41115,27.33,42,18.45
1-Dec-15,1088.5,1093.05,1072,1076.65,1081.44687,103209,5433,111615050,27722,26.86,21.05,-11.85
2-Dec-15,1082,1082,1058.05,1060.2,1064.217543,100417,5128,106865533,35947,35.8,23.95,-21.8
3-Dec-15,1062.5,1065.25,1050,1056,1059.553565,177130,5443,187678723,96572,54.52,15.25,-6.5
4-Dec-15,1053,1063.6,1040.9,1047.8,1046.242827,313869,7232,328383190,203599,64.87,22.7,-5.2
7-Dec-15,1052,1058.55,1040.25,1045.85,1048.980662,89772,4081,94169092,31914,35.55,18.3,-6.15
8-Dec-15,1045,1062,1041.1,1044.95,1051.386745,92596,4845,97354207,22868,24.7,20.9,-0.05
9-Dec-15,1044,1047.6,1023.5,1029.35,1036.028638,371357,11241,384736487,169605,45.67,24.1,-14.65
10-Dec-15,1035.1,1051.5,1030.45,1046.4,1040.239822,214797,7345,223440393,102355,47.65,21.05,11.3
11-Dec-15,1050.1,1060.9,1046,1052.35,1052.836209,183240,6780,192921707,75046,40.96,14.9,2.25
14-Dec-15,1050,1073.3,1049,1069.5,1065.556262,152225,7336,162204302,56854,37.35,24.3,19.5
15-Dec-15,1075,1079.8,1058.15,1076.9,1071.091723,122227,4840,130916328,38878,31.81,21.65,1.9
16-Dec-15,1080,1097.8,1080,1095.4,1091.899879,114102,5246,124587960,48428,42.44,17.8,15.4
17-Dec-15,1100,1110,1088,1106.95,1098.902957,239233,6472,262893851,140976,58.93,22,6.95
18-Dec-15,1098,1102.95,1080.1,1085.95,1091.414916,181304,6650,197877890,41777,23.04,22.85,-12.05
21-Dec-15,1075,1104.75,1070.9,1102,1092.875323,113148,5499,123656657,24570,21.71,33.85,27
22-Dec-15,1100,1100,1080.5,1083.6,1086.846646,101654,3842,110482309,33617,33.07,19.5,-16.4
23-Dec-15,1088,1100,1087,1098,1095.463663,84969,3308,93080452,23689,27.88,13,10
24-Dec-15,1100,1103.4,1090.4,1095.85,1095.373823,44727,2099,48992785,11208,25.06,13,-4.15
28-Dec-15,1092.7,1107.6,1090,1101.65,1103.12382,79575,3689,87781078,23485,29.51,17.6,8.95
29-Dec-15,1101.1,1109.65,1097.5,1103.75,1104.278473,56203,3066,62063763,15290,27.2,12.15,2.65
30-Dec-15,1100,1106.35,1083.5,1086.05,1091.397716,91402,3251,99755934,46430,50.8,22.85,-13.95
31-Dec-15,1088,1109,1088,1104.55,1098.095683,80683,3749,88597654,25862,32.05,21,16.55
1-Jan-16,1100,1108.9,1094.3,1103.15,1102.540583,54123,2595,59672804,11364,21,14.6,3.15
4-Jan-16,1103.15,1103.15,1077.5,1080.6,1087.911066,86761,4826,94388252,32291,37.22,25.65,-22.55
5-Jan-16,1083,1088,1063,1074.8,1073.710381,118328,5022,127050002,38125,32.22,25,-8.2
6-Jan-16,1073,1074.5,1059.1,1069.45,1066.849403,108090,4874,115315752,42332,39.16,15.4,-3.55
7-Jan-16,1060,1067.95,1048.3,1051.25,1057.655126,96322,5195,101875457,36896,38.3,19.65,-8.75
8-Jan-16,1056,1068.5,1055.9,1062.65,1061.364093,84418,4808,89598234,29357,34.78,12.6,6.65
11-Jan-16,1060,1069.45,1052.5,1057.1,1057.529268,257718,5613,272544328,147447,57.21,16.95,-2.9
12-Jan-16,1059,1061.5,1031.85,1050.05,1046.01341,139898,6383,146335184,58175,41.58,29.65,-8.95
13-Jan-16,1050,1090,1047.6,1082.35,1073.402203,246428,9900,264516358,60361,24.49,42.4,32.35
14-Jan-16,1068,1155,1054.95,1128.7,1129.607289,1741690,53179,1967425719,682679,39.2,100.05,60.7
15-Jan-16,1145,1163.45,1136.55,1140.2,1147.730273,245741,12004,282044385,71344,29.03,26.9,-4.8
18-Jan-16,1138,1161.45,1128,1131.95,1145.26009,182391,8803,208885133,54641,29.96,33.45,-6.05
19-Jan-16,1135,1158.7,1129.5,1139.1,1143.895702,357103,8478,408488587,241241,67.56,29.2,4.1
20-Jan-16,1139.1,1145,1116.6,1121.65,1127.549939,210916,9135,237818323,68755,32.6,28.4,-17.45
21-Jan-16,1128,1142.5,1122.5,1136.5,1131.66244,158126,7518,178945255,54723,34.61,20,8.5
22-Jan-16,1140,1152,1130,1135.9,1140.110794,114510,5753,130554087,38963,34.03,22,-4.1
25-Jan-16,1140,1146.95,1125.6,1137.65,1136.017575,82957,3467,94240610,34221,41.25,21.35,-2.35
27-Jan-16,1149.4,1149.85,1136,1138.35,1141.078176,65148,4088,74338961,23939,36.75,13.85,-11.05
28-Jan-16,1138,1142.5,1127.7,1131.35,1133.578654,51720,3566,58628688,13835,26.75,14.8,-6.65
29-Jan-16,1135,1169.7,1132,1164.85,1152.485257,253783,7642,292481166,124793,49.17,37.7,29.85
1-Feb-16,1170,1179.85,1163,1171.3,1171.14298,81396,5095,95326354,20662,25.38,16.85,1.3
2-Feb-16,1172,1188.25,1168,1174.8,1178.962424,159252,7904,187752124,31155,19.56,20.25,2.8
3-Feb-16,1171,1175,1152.7,1158.15,1165.086437,59095,3428,68850783,22277,37.7,22.3,-12.85
4-Feb-16,1164,1193.6,1161.75,1179.9,1182.098729,111132,7069,131368996,36421,32.77,31.85,15.9
5-Feb-16,1179,1185.45,1172.1,1174.95,1178.51296,64237,3874,75704137,15511,24.15,13.35,-4.05
8-Feb-16,1170,1171.8,1143.35,1149.1,1158.533171,105756,4699,122521834,48554,45.91,28.45,-20.9
9-Feb-16,1130,1130,1094,1109.3,1107.255067,151274,9847,167498903,49942,33.01,36,-20.7
10-Feb-16,1108,1127,1105.55,1110.15,1116.272301,119313,6153,133185797,34535,28.94,21.45,2.15
11-Feb-16,1114,1114,1072.35,1081.15,1091.015133,122451,7071,133595894,49007,40.02,41.65,-32.85
12-Feb-16,1086,1103.5,1067,1083.5,1082.44659,162881,6373,176309983,68653,42.15,36.5,-2.5
15-Feb-16,1090,1099.95,1083.5,1091.35,1084.389478,1511012,7563,1638525514,1439018,95.24,16.45,1.35
16-Feb-16,1090,1092,1075.15,1081,1081.060742,290852,10738,314428679,154933,53.27,16.85,-9
17-Feb-16,1082,1101.4,1077,1095.45,1082.640122,388379,7721,420474688,306185,78.84,24.4,13.45
18-Feb-16,1097,1126.45,1097,1122.7,1115.485247,90760,4871,101241441,36142,39.82,29.45,25.7
19-Feb-16,1122.9,1133.25,1114.65,1125.55,1125.4395,74901,3834,84296544,22393,29.9,18.6,2.65
22-Feb-16,1133,1133,1114.3,1125.3,1127.184039,107010,5195,120619964,55930,52.27,18.7,-7.7
23-Feb-16,1133,1133,1117.05,1123.95,1123.524964,79735,4061,89584263,16080,20.17,15.95,-9.05
24-Feb-16,1123,1143.95,1119,1125.4,1134.780831,205289,3771,232958022,139661,68.03,24.95,2.4
25-Feb-16,1125,1130.4,1102,1111.25,1106.33876,289872,3751,320696629,20774,7.17,28.4,-13.75
26-Feb-16,1113,1130.75,1113,1121.05,1121.440639,160687,4966,180200932,68711,42.76,17.75,8.05
29-Feb-16,1130,1130,1069.35,1083.75,1098.642122,215509,9375,236767265,54063,25.09,60.65,-46.25
1-Mar-16,1098,1131,1089,1124.5,1117.603507,126194,5464,141034857,37019,29.33,42,26.5
2-Mar-16,1132,1162,1125,1156.25,1144.557427,198991,9889,227756627,49645,24.95,37,24.25
3-Mar-16,1169,1192.9,1155.15,1169.15,1173.647749,197098,7643,231323624,66719,33.85,37.75,0.15
4-Mar-16,1170,1184.4,1160,1170.55,1172.588431,125974,6178,147715655,31022,24.63,24.4,0.55
8-Mar-16,1170,1190,1148,1163.55,1161.159558,126706,6295,147125883,34313,27.08,42,-6.45
9-Mar-16,1147,1183.8,1144,1178.5,1169.346215,119628,6374,139886549,39367,32.91,39.8,31.5
10-Mar-16,1164,1164.1,1142.95,1145.95,1151.199337,1577978,23877,1816567227,262152,16.61,21.15,-18.05
11-Mar-16,1146,1156.1,1139,1142.5,1147.68857,79183,4453,90877424,23944,30.24,17.1,-3.5
14-Mar-16,1150,1154.5,1138,1140.95,1144.501963,74870,4617,85688862,22777,30.42,16.5,-9.05
15-Mar-16,1146,1153.9,1129,1134.35,1138.96105,75943,3878,86496119,33643,44.3,24.9,-11.65
16-Mar-16,1139.95,1154.9,1132.05,1152,1145.06966,69839,3782,79970520,29168,41.76,22.85,12.05
17-Mar-16,1156,1169.9,1154,1160.2,1161.759301,67113,4471,77969152,23762,35.41,15.9,4.2
18-Mar-16,1161,1195.8,1161,1190.2,1180.172285,148307,7350,175027811,54272,36.59,34.8,29.2
21-Mar-16,1187,1199,1180.2,1195,1189.72204,120111,6485,142898704,47988,39.95,18.8,8
22-Mar-16,1194,1194,1172.3,1189.9,1182.133376,106871,4574,126335776,36119,33.8,21.7,-4.1
23-Mar-16,1189,1212,1181.95,1207.75,1199.259314,159976,7268,191852708,80503,50.32,30.05,18.75
28-Mar-16,1229.95,1234.65,1196.2,1204.7,1214.965202,162252,7545,197130534,49569,30.55,38.45,-25.25
29-Mar-16,1200,1217.5,1191.6,1198.95,1206.596247,114575,4903,138245765,38598,33.69,25.9,-1.05
30-Mar-16,1200,1209,1196,1205.8,1203.839399,78561,4846,94574827,24438,31.11,13,5.8
31-Mar-16,1210,1228.95,1200.6,1217.95,1217.194919,113873,6444,138605637,35200,30.91,28.35,7.95
1-Apr-16,1212,1221.8,1197,1205.9,1209.20508,123298,11268,149092568,40994,33.25,24.8,-6.1
4-Apr-16,1212,1249.9,1212,1243.55,1234.555585,119168,8404,147119520,49484,41.52,37.9,31.55
5-Apr-16,1243,1243,1215,1218.6,1232.193047,246634,5125,303900700,30431,12.34,28,-24.4
6-Apr-16,1224.5,1228,1197,1201.1,1208.192228,103294,6832,124799008,32816,31.77,31,-23.4
7-Apr-16,1212,1214.85,1164,1181.65,1165.094165,5832025,12730,6794858295,5594017,95.92,50.85,-30.35
8-Apr-16,1175,1178,1162.05,1167.35,1169.387012,92191,5831,107806958,29429,31.92,15.95,-7.65
11-Apr-16,1167,1187.25,1151.4,1184.4,1170.079448,147732,8614,172858177,36667,24.82,35.85,17.4
12-Apr-16,1185,1194.95,1178.6,1182.3,1186.598076,170027,5913,201753711,101894,59.93,16.35,-2.7
13-Apr-16,1194,1195,1166.5,1172.05,1174.797903,801832,21119,941990552,581221,72.49,28.5,-21.95
18-Apr-16,1245.55,1267.9,1233.45,1238.8,1247.865693,753862,29252,940718527,269636,35.77,34.45,-6.75
20-Apr-16,1245,1249.95,1225.5,1243.25,1237.567063,151925,7815,188017376,45239,29.78,24.45,-1.75
21-Apr-16,1250,1250,1219,1226.4,1228.735295,151414,6596,186047726,44808,29.59,31,-23.6
22-Apr-16,1221,1229,1210,1213.85,1216.598418,96304,6191,117163294,24970,25.93,19,-7.15
25-Apr-16,1214,1224.45,1201.05,1217.05,1213.16389,129233,6957,156780809,43129,33.37,23.4,3.05
26-Apr-16,1215,1239,1209,1232.95,1227.675348,120720,7283,148204968,44939,37.23,30,17.95
27-Apr-16,1229.9,1242,1228.2,1240,1236.949672,69424,4448,85873994,30152,43.43,13.8,10.1
28-Apr-16,1233,1239.9,1210.05,1211.45,1213.381473,517659,6966,628117840,31008,5.99,29.85,-21.55
29-Apr-16,1212,1224.4,1206,1210.85,1213.934048,93993,5790,114101303,24520,26.09,18.4,-1.15
2-May-16,1214,1214,1196.3,1200.65,1201.346583,116483,6201,139936454,36615,31.43,17.7,-13.35
3-May-16,1200,1212.05,1174.3,1180.75,1189.546823,138555,7730,164817660,37514,27.08,37.75,-19.25
4-May-16,1191,1192.5,1171.55,1189.55,1182.903043,108048,5763,127810308,29738,27.52,20.95,-1.45
5-May-16,1191,1199,1181.85,1192.45,1188.027194,531520,4047,631460214,480536,90.41,17.15,1.45
6-May-16,1192,1192,1176.7,1181.45,1181.826818,73541,4069,86912726,28560,38.84,15.3,-10.55
9-May-16,1190,1200.5,1181.55,1199.15,1193.011289,76269,4015,90989778,30612,40.14,18.95,9.15
10-May-16,1200,1216,1196.4,1212.55,1207.171785,74273,3853,89660270,23646,31.84,19.6,12.55
11-May-16,1205,1214.95,1193,1201.05,1203.124021,109159,5888,131331815,36847,33.76,21.95,-3.95
12-May-16,1208.95,1212.5,1197.8,1210.2,1206.165486,115768,3517,139635366,27306,23.59,14.7,1.25
13-May-16,1207,1209,1192.65,1206.7,1202.714096,82888,3972,99690566,31583,38.1,16.35,-0.3
16-May-16,1210,1221.75,1208,1213.95,1214.918187,80904,4638,98291741,27304,33.75,13.75,3.95
17-May-16,1218,1225,1210,1214.05,1219.621619,61890,4748,75482382,19670,31.78,15,-3.95
18-May-16,1203.5,1213.95,1198,1209.75,1204.206598,66017,2803,79498107,20631,31.25,15.95,6.25
19-May-16,1209,1215.85,1201.1,1205.35,1208.288285,41837,2344,50551157,11271,26.94,14.75,-3.65
20-May-16,1204,1219.5,1200.05,1201.75,1210.020537,49424,3787,59804055,19058,38.56,19.45,-2.25
23-May-16,1201.5,1204.4,1185.55,1190.75,1192.776234,107246,6271,127920480,32929,30.7,18.85,-10.75
24-May-16,1190,1194,1178.5,1188.2,1184.672283,84747,6426,100397422,30576,36.08,15.5,-1.8
25-May-16,1196,1212.85,1196,1208.85,1208.4759,54461,3082,65814806,21721,39.88,16.85,12.85
26-May-16,1208,1236.9,1208,1231.65,1224.630686,112874,5490,138228964,55669,49.32,28.9,23.65
27-May-16,1230,1256.85,1230,1246.4,1247.657528,169649,6628,211663852,87236,51.42,26.85,16.4
30-May-16,1247,1270,1244.1,1263.45,1264.142171,132179,8396,167093048,53733,40.65,25.9,16.45
31-May-16,1268,1268,1239,1249.85,1249.181076,72964,4798,91145248,15180,20.8,29,-18.15
1-Jun-16,1241,1267.5,1241,1256.45,1257.619501,87677,4720,110264305,37002,42.2,26.5,15.45
2-Jun-16,1253,1274,1253,1260.25,1264.151671,105795,5250,133740926,48457,45.8,21,7.25
3-Jun-16,1264,1278,1263.45,1266.45,1270.058019,63514,4269,80666465,17759,27.96,14.55,2.45
6-Jun-16,1270,1277.25,1260.05,1267.1,1269.307184,49192,3135,62439759,16219,32.97,17.2,-2.9
7-Jun-16,1267,1272,1255.35,1257.2,1261.130825,295440,13011,372588491,180270,61.02,16.65,-9.8
8-Jun-16,1260,1264.95,1236,1238.3,1243.881066,202263,6836,251591116,102116,50.49,28.95,-21.7
9-Jun-16,1228.9,1228.9,1181.1,1185.45,1192.937844,495595,25762,591214031,223877,45.17,47.8,-43.45
10-Jun-16,1175.5,1190,1170.9,1180.8,1181.395439,247826,11473,292780506,100353,40.49,19.1,5.3
13-Jun-16,1176,1185.8,1166.25,1182.55,1176.583543,121513,6349,142970196,36782,30.27,19.55,6.55
14-Jun-16,1183.1,1184.9,1167.75,1175.2,1173.438277,99403,4635,116643285,34223,34.43,17.15,-7.9
15-Jun-16,1180,1191.15,1179,1189.2,1184.868739,126892,4726,150350364,59985,47.27,12.15,9.2
16-Jun-16,1193.7,1193.7,1170.5,1186.2,1179.539119,161237,5681,190185349,77893,48.31,23.2,-7.5
17-Jun-16,1190,1191.4,1175.1,1178.3,1179.13343,103455,5517,121987249,42729,41.3,16.3,-11.7
20-Jun-16,1178.2,1211.9,1177.9,1208.6,1199.508299,144354,7121,173153821,72362,50.13,34,30.4
21-Jun-16,1209,1215,1196.5,1205.9,1203.441472,120352,3874,144836588,73827,61.34,18.5,-3.1
22-Jun-16,1197.25,1211.7,1190,1198.55,1198.694282,76515,3564,91718093,33704,44.05,21.7,1.3
23-Jun-16,1199.9,1214.65,1193.45,1211.55,1202.856697,159955,6162,192402943,79139,49.48,21.2,11.65
24-Jun-16,1199,1199,1159,1194.5,1186.685789,227077,8734,269469049,86988,38.31,40,-4.5
