Date,OpenPrice,HighPrice,LowPrice,ClosePrice,WAP,Volume,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
27-Jun-16,1176,1179.8,1160,1166.25,1170.743196,192742,8803,225651385,80876,41.96,19.8,-9.75
28-Jun-16,1166.25,1173,1156,1161.05,1161.695217,187648,7361,217989784,82168,43.79,17,-5.2
29-Jun-16,1165,1179.35,1161.25,1176.55,1170.315997,119789,5447,140190983,48224,40.26,18.1,11.55
30-Jun-16,1192.7,1192.7,1168.1,1170.75,1174.913344,145080,6288,170456428,72244,49.8,24.6,-21.95
1-Jul-16,1180,1180.55,1170,1172.1,1174.475205,97337,5179,114319893,41841,42.99,10.55,-7.9
4-Jul-16,1176,1194.8,1176,1184.25,1186.222877,159245,5680,188900062,86085,54.06,18.8,8.25
5-Jul-16,1185,1185.5,1171.55,1175.45,1177.111601,73198,3924,86162215,31913,43.6,13.95,-9.55
7-Jul-16,1175.45,1175.45,1155,1157.2,1160.419984,167697,9614,194598950,70120,41.81,20.45,-18.25
8-Jul-16,1177.2,1177.2,1153.2,1158.75,1161.992362,1305599,4558,1517096066,1234536,94.56,24,-18.45
11-Jul-16,1165,1178,1160.5,1174.85,1169.920709,126988,6736,148565891,44516,35.06,17.5,9.85
12-Jul-16,1174,1180,1168,1176,1174.352391,93277,4172,109540068,34177,36.64,12,2
13-Jul-16,1180,1195,1175.1,1193.15,1186.352177,132209,7002,156846435,54484,41.21,19.9,13.15
14-Jul-16,1195,1195.05,1165.2,1175.85,1179.052919,243844,10041,287504980,79826,32.74,29.85,-19.15
15-Jul-16,1186.35,1195,1058.3,1072.25,1086.325394,2710883,121133,2944901044,1008017,37.18,136.7,-114.1
18-Jul-16,1075,1084.45,1056,1081.7,1070.674587,949800,24398,1016926723,580374,61.1,28.45,6.7
19-Jul-16,1086.5,1089,1075,1086.3,1081.967327,693722,9889,750584538,518618,74.76,14,-0.2
20-Jul-16,1071,1089.5,1070,1083.05,1081.91209,260461,9808,281795905,125011,48,19.5,12.05
21-Jul-16,1080,1087,1075.5,1080.35,1081.897923,966766,7620,1045942127,853037,88.24,11.5,0.35
22-Jul-16,1075,1077.45,1067,1072.65,1070.802279,229748,10060,246014682,112734,49.07,10.45,-2.35
25-Jul-16,1065,1083,1065,1080.5,1074.02609,223034,7590,239544335,95790,42.95,18,15.5
26-Jul-16,1080,1089.8,1074,1088.8,1086.608757,238182,6081,258810647,152903,64.2,15.8,8.8
27-Jul-16,1088.7,1097.1,1080,1087.55,1085.629359,375417,10468,407563717,179348,47.77,17.1,-1.15
28-Jul-16,1087.55,1087.55,1076.05,1079.2,1079.571032,331025,6205,357365001,231709,70,11.5,-8.35
29-Jul-16,1078,1078,1067,1073.95,1073.10325,240309,5846,257876369,147145,61.23,11,-4.05
1-Aug-16,1074,1087.5,1069,1085,1078.624417,291579,11537,314504229,133150,45.67,18.5,11
2-Aug-16,1089.9,1089.9,1076.05,1084.3,1081.253133,196367,7478,212322434,105949,53.95,13.85,-5.6
3-Aug-16,1085,1087.25,1072,1085,1081.056188,160694,6230,173719243,65917,41.02,15.25,0
4-Aug-16,1090,1090,1070,1072.15,1076.335799,208434,7333,224344976,110033,52.79,20,-17.85
5-Aug-16,1065,1074,1051,1067.4,1066.789106,234663,10329,250335932,97804,41.68,23,2.4
8-Aug-16,1068,1082.6,1061.65,1078.8,1068.286983,1039761,5176,1110763142,954021,91.75,20.95,10.8
9-Aug-16,1079,1084.25,1071.55,1081.5,1079.813945,136508,5687,147403242,51640,37.83,12.7,2.5
10-Aug-16,1079.9,1086.05,1075.05,1079.95,1080.297271,127204,4876,137418134,43077,33.86,11,0.05
11-Aug-16,1081.9,1094,1075.8,1077.1,1079.990265,209563,4405,226326000,139330,66.49,18.2,-4.8
12-Aug-16,1075,1078.85,1060,1063.3,1068.41025,232312,9771,248204522,133076,57.28,18.85,-11.7
16-Aug-16,1042,1058,1027.6,1050.95,1046.002461,331107,13379,346338737,90320,27.28,30.4,8.95
17-Aug-16,1046,1051.9,1030.5,1033.4,1038.202344,203762,9194,211546186,88470,43.42,21.4,-12.6
18-Aug-16,1035,1044.8,1022.95,1024.3,1029.571643,229792,8816,236587327,134661,58.6,21.85,-10.7
19-Aug-16,1026.5,1038.9,1019,1021.1,1025.733124,186716,8145,191520786,81923,43.88,19.9,-5.4
22-Aug-16,1021.1,1030,1009.2,1015.4,1014.789928,210652,9146,213767528,106929,50.76,20.8,-5.7
23-Aug-16,1016.45,1041,1016.45,1039.25,1034.433543,233292,9278,241325070,86103,36.91,24.55,22.8
24-Aug-16,1045,1061.95,1045,1057.55,1055.807677,182209,8748,192377661,78951,43.33,16.95,12.55
25-Aug-16,1058,1058,1032.3,1036.55,1043.609792,119690,5422,124909656,44285,37,25.7,-21.45
26-Aug-16,1037,1046,1017.1,1020.75,1029.472492,181021,9968,186356140,68139,37.64,28.9,-16.25
29-Aug-16,1020,1028,1011.8,1022.25,1018.85926,200768,7538,204554336,63950,31.85,16.2,2.25
30-Aug-16,1037,1055.1,1024.8,1041,1036.587707,188509,6914,195406112,52845,28.03,30.3,4
31-Aug-16,1041.5,1046,1030.6,1036.8,1038.412268,213914,7548,222130922,63507,29.69,15.4,-4.7
1-Sep-16,1036,1039.9,1032.25,1037.65,1035.950042,103907,3624,107642461,43386,41.75,7.65,1.65
2-Sep-16,1037,1039,1026.8,1031.05,1032.009458,1044478,3507,1077911175,980415,93.87,12.2,-5.95
6-Sep-16,1040,1048.9,1035,1045.1,1044.741568,286075,5025,298874444,189944,66.4,13.9,5.1
7-Sep-16,1045,1058.5,1043.5,1055,1054.589008,262202,6841,276515347,178142,67.94,15,10
8-Sep-16,1048,1050,1025,1037.9,1033.696039,556393,12109,575141240,391861,70.43,25,-10.1
9-Sep-16,1038,1040.75,1027.65,1036,1034.441364,231625,6604,239602481,148562,64.14,13.1,-2
12-Sep-16,1028,1057.2,1026,1054,1053.064578,300737,8144,316695482,202299,67.27,31.2,26
14-Sep-16,1055,1057.3,1043,1047.1,1052.830328,392521,6075,413258013,309494,78.85,14.3,-7.9
15-Sep-16,1048,1054.8,1036.05,1041.35,1039.333177,149599,4770,155483204,65922,44.07,18.75,-6.65
16-Sep-16,1051,1064.15,1038,1060.35,1049.091643,206464,6204,216599657,97695,47.32,26.15,9.35
19-Sep-16,1050,1068.65,1043,1061.15,1053.948817,645622,6710,680452543,538783,83.45,25.65,11.15
20-Sep-16,1054,1057.25,1046.5,1050.35,1050.122149,87819,3471,92220677,42407,48.29,10.75,-3.65
21-Sep-16,1051,1060.25,1051,1056.7,1056.456544,93680,3459,98968849,42188,45.03,9.25,5.7
22-Sep-16,1056,1060.65,1051.6,1058.5,1057.227262,70148,2822,74162378,26425,37.67,9.05,2.5
23-Sep-16,1059,1059.85,1040,1043,1049.004256,90231,4003,94652703,43613,48.33,19.85,-16
26-Sep-16,1041,1043,1031.4,1035.7,1038.09026,740248,4188,768444239,687667,92.9,11.6,-5.3
27-Sep-16,1035.7,1049.55,1035,1040.45,1043.776962,179709,5909,187576114,76437,42.53,14.55,4.75
28-Sep-16,1040,1041.8,1034,1038.6,1037.755023,179858,3205,186648543,122794,68.27,7.8,-1.4
29-Sep-16,1041,1044,1024,1029.9,1031.604727,346219,7076,357161157,213617,61.7,20,-11.1
30-Sep-16,1031,1043.85,1031,1038.1,1039.019427,221130,4979,229758366,147912,66.89,12.85,7.1
3-Oct-16,1038.1,1040.8,1026.5,1037.85,1034.129622,91512,3873,94635270,31924,34.89,14.3,-0.25
4-Oct-16,1040,1051.1,1038,1048.8,1044.600957,109948,3490,114851786,42816,38.94,13.1,8.8
5-Oct-16,1048.7,1049.5,1037,1041.15,1040.801052,63896,2527,66503024,26705,41.79,12.5,-7.55
6-Oct-16,1041,1041.15,1025,1026.65,1030.396216,111515,4454,114904634,56934,51.06,16.15,-14.35
7-Oct-16,1030,1032.75,1010.05,1012.65,1018.894776,387753,11376,395079506,276000,71.18,22.7,-17.35
10-Oct-16,1014.55,1032,1010,1029.55,1022.286472,207535,6966,212160223,92054,44.36,22,15
13-Oct-16,1029.45,1057.5,1024.55,1052.05,1047.970025,350894,9471,367726394,134460,38.32,32.95,22.6
14-Oct-16,1060,1080.7,996.15,1027.4,1035.209738,1856578,42801,1921947625,791789,42.65,84.55,-32.6
17-Oct-16,1036,1041.75,1017.9,1022.05,1028.002322,233827,8629,240374699,93653,40.05,23.85,-13.95
18-Oct-16,1030,1039.9,1027.4,1038.2,1035.074725,139967,5244,144876304,70595,50.44,12.5,8.2
19-Oct-16,1042,1045.05,1035,1041.6,1041.93523,126185,4395,131476597,57116,45.26,10.05,-0.4
20-Oct-16,1041.1,1049.95,1035,1036.95,1039.810868,106661,5482,110907267,52538,49.26,14.95,-4.15
21-Oct-16,1035,1041,1025.05,1038.1,1036.076457,70432,2770,72972937,29573,41.99,15.95,3.1
24-Oct-16,1040,1042,1027,1029,1032.664452,75995,5015,78477335,29795,39.21,15,-11
25-Oct-16,1029.9,1035.9,1015.5,1017.35,1022.192535,112655,5077,115155100,57724,51.24,20.4,-12.55
26-Oct-16,1020,1020.6,1010.1,1014.85,1013.8443,142755,6234,144731343,62164,43.55,10.5,-5.15
27-Oct-16,1015.9,1019.8,1004.35,1006.15,1009.382607,121843,6937,122986205,46674,38.31,15.45,-9.75
28-Oct-16,1007,1009.8,994,997.45,998.929332,236769,10368,236515499,98985,41.81,15.8,-9.55
30-Oct-16,1001,1006.45,1000,1002.5,1002.707016,56375,3298,56527608,37209,66,6.45,1.5
1-Nov-16,1009.85,1009.85,986,988.85,992.590933,230329,8919,228622477,158942,69.01,23.85,-21
2-Nov-16,988,988,980,981.1,983.0953156,141299,6832,138910385,59793,42.32,8,-6.9
3-Nov-16,984.5,984.5,965.1,966.9,972.2788568,209405,10057,203600054,107221,51.2,19.4,-17.6
4-Nov-16,966.9,978.85,962,970.8,970.7150476,203448,7934,197490035,89256,43.87,16.85,3.9
7-Nov-16,982.25,990,975.6,978.75,981.0815403,106708,4997,104689249,53480,50.12,14.4,-3.5
8-Nov-16,986.05,990,970.95,982.8,979.1530064,147105,6390,144038303,65694,44.66,19.05,-3.25
9-Nov-16,940,973.7,900.3,955.85,946.7835178,408320,19062,386590646,133145,32.61,73.4,15.85
10-Nov-16,961.05,965.2,935,938.6,945.4649104,271448,11185,256644559,128357,47.29,30.2,-22.45
11-Nov-16,940,942,919,921.85,928.6731724,215606,8403,200227508,88866,41.22,23,-18.15
15-Nov-16,922,938,909.55,924.75,925.4449177,244625,10252,226386963,113620,46.45,28.45,2.75
16-Nov-16,926.1,956.7,926.1,940.1,944.9291251,182434,7726,172387200,70673,38.74,30.6,14
17-Nov-16,934.8,949,926.25,929.55,936.9299777,135971,5445,127395306,50258,36.96,22.75,-5.25
18-Nov-16,929.8,932.9,918,919.8,925.875006,104317,4647,96584503,44330,42.5,14.9,-10
21-Nov-16,930.9,930.9,906.75,911.15,918.9678833,132361,4760,121635508,54822,41.42,24.15,-19.75
22-Nov-16,921.75,928,912,913.95,919.2707544,103448,5352,95096721,43403,41.96,16,-7.8
23-Nov-16,924,924,913.2,920.5,918.827557,171245,4296,157344625,103186,60.26,10.8,-3.5
24-Nov-16,923.3,940,922.9,932.7,935.0858647,350633,6231,327871962,243593,69.47,17.1,9.4
25-Nov-16,930.3,984.9,930.3,977.3,969.7134163,396652,13551,384638766,109572,27.62,54.6,47
28-Nov-16,994.8,994.8,970.65,979.65,978.912123,375741,5017,367817420,251288,66.88,24.15,-15.15
29-Nov-16,983,983.45,967.4,972.65,976.2854919,109828,3997,107223483,31220,28.43,16.05,-10.35
30-Nov-16,970,977.5,962,975.45,970.6724891,141635,3731,137481198,73028,51.56,15.5,5.45
1-Dec-16,976,984,969.45,976.05,974.7992837,99683,3299,97170917,44201,44.34,14.55,0.05
2-Dec-16,969,969.9,961,964.1,966.328784,89536,3004,86521214,20779,23.21,8.9,-4.9
5-Dec-16,965,968.2,957.9,961.4,962.4544121,85878,3095,82653660,22231,25.89,10.3,-3.6
6-Dec-16,966.5,978.7,962.7,966.95,971.9481816,112489,2746,109333479,67242,59.78,16,0.45
7-Dec-16,967.2,972.6,960.9,966.6,966.9157181,123075,4257,119003152,55746,45.29,11.7,-0.6
8-Dec-16,966.6,987.8,966.6,984.75,982.565691,85826,3872,84329683,34954,40.73,21.2,18.15
9-Dec-16,986.5,1007.05,983,987.35,994.9062402,190444,6546,189473924,49971,26.24,24.05,0.85
12-Dec-16,981,981.5,965.45,977.5,973.669578,183653,3508,178817339,101684,55.37,16.05,-3.5
13-Dec-16,977,991.85,973.5,990.05,983.7277626,117842,3749,115924447,63391,53.79,18.35,13.05
14-Dec-16,991.55,1004,984,999.05,998.2541862,331088,7385,330509982,178106,53.79,20,7.5
15-Dec-16,997.9,1018.9,990,993.25,1007.512744,259145,9415,261091890,87531,33.78,28.9,-4.65
16-Dec-16,999.2,1009,998,1004.2,1003.910771,112733,4206,113173873,30982,27.48,11,5
19-Dec-16,1005,1006.05,994.2,1002.2,1000.688097,80041,2766,80096076,32867,41.06,11.85,-2.8
20-Dec-16,998,1018.95,998,1010.4,1012.764755,129010,5290,130656781,59933,46.46,20.95,12.4
21-Dec-16,1015,1020.95,1001.05,1003.7,1013.748914,117589,6125,119205721,45394,38.6,19.9,-11.3
22-Dec-16,1002.9,1006.9,970.2,985.2,991.8988303,348543,6883,345719394,242380,69.54,36.7,-17.7
23-Dec-16,981.35,1006.6,975,989.3,990.270987,154679,7093,153174126,50491,32.64,31.6,7.95
26-Dec-16,989,993.85,976,983,984.1228329,107748,3810,106037267,49236,45.7,17.85,-6
27-Dec-16,983.1,1002.9,982.25,999.25,995.6129507,132518,3821,131936637,74938,56.55,20.65,16.15
28-Dec-16,999.5,1009.75,995.2,999.15,1001.338574,452433,6060,453038615,372428,82.32,14.55,-0.35
29-Dec-16,1000,1007.45,986.4,994.1,996.4570624,165205,5688,164619689,97135,58.8,21.05,-5.9
30-Dec-16,995.25,1012,993,1010.7,1004.059468,217681,7180,218564669,100226,46.04,19,15.45
2-Jan-17,1012,1013.1,1000,1001.6,1005.41185,74583,3017,74986632,24385,32.7,13.1,-10.4
3-Jan-17,1002.35,1005.9,980.8,994.65,991.5495732,418341,8769,414805840,251027,60.01,25.1,-7.7
4-Jan-17,994.6,1003.3,993.7,998.3,999.2279782,142847,3795,142736719,81600,57.12,9.6,3.7
5-Jan-17,999,1009,989.1,996.4,999.3571018,520675,6097,520340259,448326,86.1,19.9,-2.6
6-Jan-17,993,998.95,968.45,971.45,971.7317884,887743,16337,862648093,670566,75.54,30.5,-21.55
9-Jan-17,974,976.85,965,970.55,969.4555476,257174,5672,249318761,147901,57.51,11.85,-3.45
10-Jan-17,976.25,980.95,968,970.6,974.0760895,457619,12589,445755726,370235,80.9,12.95,-5.65
11-Jan-17,978,978,964,969,968.1158354,193257,8497,187095162,100293,51.9,14,-9
12-Jan-17,972.25,1004.4,972.25,1000.05,991.3684965,261761,8578,259501609,134210,51.27,32.15,27.8
13-Jan-17,1026.35,1045,964,975.15,991.2959509,1266558,46053,1255533817,337431,26.64,81,-51.2
16-Jan-17,965,965.5,952.5,955.7,959.0375402,274905,10340,263644215,107305,39.03,13,-9.3
17-Jan-17,959.8,964.75,954,956.05,958.0298175,211084,7596,202224766,119137,56.44,10.75,-3.75
18-Jan-17,958,961,950,950.9,954.9145231,161026,6159,153766066,89402,55.52,11,-7.1
19-Jan-17,951,960.3,949.6,958.55,953.6532131,284633,6358,271441175,155807,54.74,10.7,7.55
20-Jan-17,953,955,946,948.8,948.9306712,221048,7143,209759227,137889,62.38,9,-4.2
23-Jan-17,947,957.5,939.5,951.75,952.8735307,177213,5621,168861577,65815,37.14,18,4.75
24-Jan-17,952.85,953,940.15,945.1,944.1284984,125628,4486,118608975,47025,37.43,12.85,-7.75
25-Jan-17,948.75,950,935,936.65,940.3121889,222990,7921,209680215,114548,51.37,15,-12.1
27-Jan-17,935,948,926.4,942.15,939.6034983,319411,9202,300119693,149270,46.73,21.6,7.15
30-Jan-17,938.7,951.9,929.65,948.35,942.5359019,492355,9028,464062264,326516,66.32,22.25,9.65
31-Jan-17,943.9,947,905,929.3,922.8279197,870855,23940,803649308,428687,49.23,42,-14.6
1-Feb-17,921.9,923.2,906,916.55,913.281326,334107,12496,305133684,97689,29.24,17.2,-5.35
2-Feb-17,916,945.2,911,935.35,930.7411037,457353,10478,425677236,202259,44.22,34.2,19.35
3-Feb-17,934,940.7,921.5,934.95,929.5020232,338325,8565,314473772,82890,24.5,19.2,0.95
6-Feb-17,939,941.65,931,934.45,935.6785433,206625,5051,193334579,108079,52.31,10.65,-4.55
7-Feb-17,934.9,949.4,929.05,944.75,940.1551923,254452,6701,239224369,92164,36.22,20.35,9.85
8-Feb-17,940,943.95,932.35,936.45,936.8501524,189339,6417,177382271,58869,31.09,11.6,-3.55
9-Feb-17,936,949.9,936,948.1,944.444388,330675,7828,312304148,203916,61.67,13.9,12.1
10-Feb-17,945,971.8,944,968.05,965.6016973,1185031,10423,1144267945,834603,70.43,27.8,23.05
13-Feb-17,975,985,963.1,983.5,977.6102255,473230,9927,462634487,253287,53.52,21.9,8.5
14-Feb-17,982.55,988.5,972.7,987.3,979.3259006,503405,5234,492997555,389767,77.43,15.8,4.75
15-Feb-17,982.15,998,969.9,982.35,982.0558728,294759,9185,289469807,99709,33.83,28.1,0.2
16-Feb-17,992,1014.8,990,1011.9,1004.105652,374068,13770,375603793,174289,46.59,24.8,19.9
17-Feb-17,1011.9,1012.05,993.4,999.7,1001.111613,157562,5772,157737148,35300,22.4,18.65,-12.2
20-Feb-17,998.9,1028.1,993.5,1011.7,1004.807337,134042,4404,134686385,46850,34.95,34.6,12.8
21-Feb-17,1020,1024.8,1000.1,1012.95,1015.184975,263663,5381,267666716,62642,23.76,24.7,-7.05
22-Feb-17,1012.7,1015,988.25,991.85,995.4248216,164123,7235,163372108,57989,35.33,26.75,-20.85
23-Feb-17,991,1019.9,991,1009.05,1009.903292,201473,7970,203468246,64010,31.77,28.9,18.05
27-Feb-17,1005.5,1022.45,1005.5,1012.75,1017.119494,153815,7666,156448235,64491,41.93,16.95,7.25
28-Feb-17,1011,1021.85,1009,1012.3,1015.108295,80872,3349,82093838,28908,35.75,12.85,1.3
1-Mar-17,1014.6,1026.2,1011.8,1025,1023.545026,152690,6736,156285090,57880,37.91,14.4,10.4
2-Mar-17,1025,1027.9,1016.1,1020.65,1023.142136,96218,3676,98444690,26290,27.32,11.8,-4.35
3-Mar-17,1010.1,1034.25,1000.5,1031.15,1019.098402,186408,8606,189968095,66027,35.42,33.75,21.05
6-Mar-17,1019.8,1035.9,1018,1033.85,1029.159707,155040,5552,159560921,53860,34.74,17.9,14.05
7-Mar-17,1024,1025.5,1015,1019.7,1019.870825,119466,5266,121839888,55684,46.61,10.5,-4.3
8-Mar-17,1020,1020,1004.25,1007.25,1010.038728,112606,3843,113736421,44246,39.29,15.75,-12.75
9-Mar-17,1007.25,1013,999,1011.6,1008.38044,92280,4437,93053347,30869,33.45,14,4.35
10-Mar-17,1011.7,1027.5,1011.7,1020.1,1020.473152,169675,4365,173148782,117882,69.48,15.8,8.4
14-Mar-17,1032.5,1041.75,1023.65,1035,1034.334009,169244,5643,175054825,87866,51.92,18.1,2.5
15-Mar-17,1035,1035,1008,1012.1,1015.18614,111851,5505,113549585,39336,35.17,27,-22.9
16-Mar-17,1012,1032,1012,1028.5,1024.639364,103395,4234,105942587,47360,45.8,20,16.5
17-Mar-17,1035,1042.5,1020.45,1040,1032.359169,111037,4936,114630065,42886,38.62,22.05,5
20-Mar-17,1029,1029,1015.9,1020.6,1019.963878,137062,4581,139798289,61308,44.73,13.1,-8.4
21-Mar-17,1021,1034.8,1018.9,1032,1027.5625,101168,3428,103956443,29134,28.8,15.9,11
22-Mar-17,1020,1039,1020,1027.8,1029.325775,116068,4497,119471784,42984,37.03,19,7.8
23-Mar-17,1028,1042.55,1026.55,1040.6,1037.726341,107188,3720,111231811,59190,55.22,16,12.6
24-Mar-17,1040.4,1043.95,1026,1031.8,1033.747082,138729,5340,143410699,69004,49.74,17.95,-8.6
27-Mar-17,1033,1041.95,1024.3,1028.8,1034.648673,250667,6298,259352279,137379,54.81,17.65,-4.2
28-Mar-17,1026.25,1038.75,1026.25,1035.1,1035.093696,71188,2263,73686250,29987,42.12,12.5,8.85
29-Mar-17,1035,1040.5,1025.85,1031.35,1033.851664,341718,2349,353285723,127931,37.44,14.65,-3.65
30-Mar-17,1034.2,1035.85,1020.1,1024.5,1027.41938,139022,4709,142833897,63292,45.53,15.75,-9.7
31-Mar-17,1026,1028.8,1009.8,1020.8,1022.889774,316705,4969,323954306,26315,8.31,19,-5.2
3-Apr-17,1027.1,1030.5,1006.55,1009.45,1011.331676,157467,5491,159251365,63991,40.64,23.95,-17.65
5-Apr-17,1005,1006,991,995.4,997.5024009,175145,6067,174707558,81488,46.53,15,-9.6
6-Apr-17,995.1,1005.8,992,999.15,1000.134142,89547,3164,89559012,27871,31.12,13.8,4.05
7-Apr-17,1000,1000,979,981.25,986.3851728,214862,7715,211936691,96104,44.73,21,-18.75
10-Apr-17,982,991,950,952.95,965.2012081,331766,11770,320220944,173341,52.25,41,-29.05
11-Apr-17,955,971.2,955,967.15,966.2278624,157718,5571,152391526,69259,43.91,16.2,12.15
12-Apr-17,972,976.05,961.05,968.8,968.71444,212099,6185,205463364,75815,35.75,15,-3.2
13-Apr-17,974,990.95,927,931.4,942.883846,1552568,46351,1463891287,449623,28.96,63.95,-42.6
17-Apr-17,932,932.35,921.9,924.8,926.9466778,280146,7932,259680404,99502,35.52,10.45,-7.2
18-Apr-17,925,934,919.55,922.4,926.564954,270730,7986,250848930,97481,36.01,14.45,-2.6
